Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2021-05-16;0,00;22,00;0,00;0,00;2,00;11,00;6,00;6,00;3,00;4,00;1,00;0,00;0,00
2021-05-23;6,00;126,00;3,00;6,00;12,00;17,00;9,00;0,00;6,00;8,00;8,00;8,00;0,00
2021-05-30;11,00;253,00;5,50;0,00;11,00;8,00;20,00;11,00;14,00;11,00;8,80;0,00;0,00
2021-06-06;18,00;207,00;0,00;9,00;18,00;26,00;18,00;0,00;20,00;6,75;15,75;0,00;0,00
2021-06-13;14,00;322,00;0,00;28,00;14,00;17,00;14,00;9,00;20,00;11,67;11,67;0,00;2,33
2021-06-20;6,00;138,00;3,00;3,00;12,00;12,00;18,00;0,00;9,00;16,00;6,00;2,00;0,00
2021-06-27;12,00;348,00;0,00;12,00;24,00;24,00;21,00;6,00;15,00;19,20;9,60;0,00;0,00
2021-07-04;21,00;283,50;10,50;21,00;31,50;24,00;30,00;3,00;6,00;8,40;14,70;0,00;0,00
2021-07-11;27,00;261,00;9,00;18,00;27,00;36,00;30,00;0,00;15,00;11,25;9,00;2,25;0,00
2021-07-18;9,00;225,00;0,00;18,00;18,00;37,00;21,00;6,00;15,00;9,00;18,00;2,25;0,00
2021-07-25;21,00;252,00;5,25;5,25;10,50;27,00;33,00;3,00;12,00;0,00;0,00;0,00;0,00
2021-08-01;24,00;272,00;8,00;16,00;16,00;24,00;34,00;6,00;24,00;10,91;17,45;0,00;0,00
2021-08-08;19,00;503,50;9,50;19,00;19,00;44,00;41,00;6,00;32,00;14,78;33,78;2,11;2,11
2021-08-15;31,00;454,67;10,33;10,33;31,00;28,00;47,00;9,00;3,00;15,50;8,86;0,00;0,00
2021-08-22;26,00;355,33;8,67;0,00;26,00;26,00;29,00;0,00;29,00;21,67;8,67;6,50;0,00
2021-08-29;23,00;552,00;11,50;23,00;34,50;16,00;29,00;13,00;6,00;27,60;9,20;2,30;0,00
2021-09-05;30,00;480,00;10,00;20,00;10,00;20,00;30,00;10,00;30,00;19,29;12,86;0,00;0,00
2021-09-12;16,00;376,00;4,00;24,00;16,00;26,00;32,00;10,00;19,00;13,71;2,29;0,00;0,00
2021-09-19;16,00;384,00;4,00;24,00;16,00;9,00;25,00;3,00;19,00;13,71;9,14;2,29;0,00
2021-09-26;16,00;424,00;4,00;24,00;8,00;28,00;44,00;3,00;16,00;13,71;6,86;0,00;0,00
2021-10-03;24,00;492,00;6,00;12,00;12,00;7,00;26,00;5,00;14,00;6,55;4,36;0,00;0,00
2021-10-10;11,00;495,00;5,50;22,00;11,00;7,00;32,00;5,00;14,00;6,60;11,00;11,00;0,00
2021-10-17;6,00;240,00;3,00;12,00;12,00;6,00;38,00;11,00;21,00;6,00;0,00;0,00;2,00
2021-10-24;4,00;312,00;4,00;16,00;16,00;19,00;27,00;0,00;6,00;0,00;4,00;0,00;0,00
2021-10-31;13,00;663,00;6,50;52,00;26,00;24,00;15,00;2,00;15,00;6,50;8,67;2,17;0,00
2021-11-07;13,00;481,00;6,50;65,00;13,00;17,00;20,00;11,00;13,00;4,33;2,17;2,17;0,00
2021-11-14;13,00;455,00;0,00;26,00;6,50;15,00;26,00;4,00;13,00;4,33;8,67;0,00;2,17
2021-11-21;4,00;272,00;0,00;16,00;8,00;10,00;14,00;0,00;20,00;8,00;12,00;2,00;0,00
2021-11-28;15,00;270,00;3,75;22,50;7,50;11,00;34,00;8,00;15,00;2,14;6,43;0,00;0,00
2021-12-05;9,00;270,00;0,00;27,00;9,00;9,00;18,00;0,00;14,00;6,75;0,00;4,50;2,25
2021-12-12;12,00;288,00;0,00;12,00;12,00;24,00;26,00;2,00;2,00;4,80;2,40;2,40;0,00
2021-12-19;3,00;132,00;0,00;6,00;12,00;3,00;14,00;3,00;16,00;6,00;12,00;3,00;0,00
2021-12-26;7,00;224,00;0,00;3,50;14,00;13,00;20,00;3,00;16,00;0,00;2,33;0,00;0,00
