Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2020-10-18;12,00;12,00;0,00;0,00;12,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;55,00;25,00;0,00;5,00;5,00;0,00;0,00;6,00;0,00;6,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00
2020-11-01;6,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;18,00;18,00;4,50;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;0,00;2,00;0,00;1,00;0,00;6,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;35,00;5,00;0,00;0,00;5,00;0,00;6,00;0,00;0,00;17,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;6,00;12,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00
2020-12-06;6,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;18,00;9,00;4,50;0,00;4,50;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;13,00;4,33;0,00;0,00;4,33;6,00;13,00;0,00;0,00;0,00;0,00;6,50;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;7,00;7,00;0,00;0,00;21,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2021-01-03;30,00;25,00;5,00;0,00;5,00;0,00;0,00;6,00;0,00;6,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;6,00;6,00;12,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00
2021-01-17;0,00;0,00;0,00;1,00;1,00;6,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;0,00;2,00;0,00;0,00;3,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;0,00;1,00;0,00;0,00;1,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;0,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;6,00;12,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;43,00;21,50;0,00;0,00;5,38;0,00;6,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;13,00;6,50;0,00;6,50;6,50;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2021-03-07;12,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;6,00;12,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;13,00;21,67;0,00;17,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,50;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00
2021-03-28;7,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;13,00;6,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;25,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;0,00;2,00;1,00;0,00;2,00;12,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;12,00;30,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;13,00;6,50;6,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,50;0,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00
2021-05-09;18,00;9,00;4,50;4,50;4,50;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2021-05-16;0,00;8,00;0,00;1,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00
2021-05-23;13,00;43,33;0,00;0,00;0,00;0,00;19,00;6,00;0,00;0,00;0,00;0,00;6,50;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;25,00;25,00;5,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;39,00;63,38;0,00;0,00;19,50;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;32,00;53,33;10,67;5,33;5,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00
2021-06-20;14,00;42,00;0,00;0,00;4,67;7,00;0,00;13,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;27,00;54,00;27,00;0,00;37,80;0,00;26,00;13,00;0,00;6,75;0,00;0,00;6,75;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00
2021-07-04;47,00;47,00;5,22;0,00;5,22;0,00;20,00;7,00;0,00;6,71;0,00;0,00;6,71;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2021-07-11;61,00;55,92;5,08;20,33;20,33;0,00;40,00;13,00;0,00;0,00;0,00;6,78;0,00;7,00;7,00;7,00;7,00;0,00;7,00;0,00;0,00
2021-07-18;20,00;80,00;25,00;5,00;20,00;7,00;20,00;14,00;0,00;13,33;0,00;0,00;0,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00
2021-07-25;47,00;52,22;0,00;5,22;26,11;13,00;13,00;13,00;0,00;26,86;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;54,00;78,55;4,91;4,91;14,73;7,00;13,00;0,00;0,00;6,75;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00
2021-08-08;42,00;63,00;5,25;21,00;15,75;7,00;0,00;21,00;0,00;0,00;7,00;14,00;7,00;0,00;0,00;0,00;14,00;7,00;0,00;0,00;0,00
2021-08-15;69,00;116,77;5,31;5,31;42,46;7,00;7,00;21,00;0,00;13,80;0,00;0,00;6,90;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00
