Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-09-15;29,00;19,68;9,32;9,32;9,32;19,00;29,00;10,00;10,00;10,00;0,00;0,00;10,00;0,00;10,00;10,00;10,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;28,00;28,00;9,33;28,00;9,33;19,00;19,00;9,00;0,00;9,00;0,00;9,00;19,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;37,00;46,51;46,51;19,03;0,00;9,00;9,00;9,00;9,00;19,00;9,00;9,00;9,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;19,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;19,00;9,50;9,50;38,00;28,50;28,00;0,00;9,00;28,00;19,00;28,00;0,00;9,00;0,00;9,00;0,00;0,00;9,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;19,00;36,94;9,50;28,50;46,44;28,00;9,00;19,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;9,00;19,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;9,00;36,00;9,00;18,00;9,00;47,00;0,00;28,00;9,00;0,00;0,00;28,00;0,00;0,00;9,00;19,00;9,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-27;19,00;38,00;19,00;19,00;28,50;19,00;28,00;9,00;0,00;0,00;0,00;19,00;0,00;0,00;9,00;10,00;10,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;0,00;0,00;18,00;0,00;17,00;37,00;0,00;19,00;28,00;0,00;0,00;9,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;28,00;37,33;18,67;28,00;18,67;0,00;37,00;9,00;19,00;19,00;9,00;0,00;9,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00
2019-11-17;38,00;55,94;28,50;9,50;28,50;38,00;28,76;9,24;48,27;9,00;0,00;9,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
