Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2021-10-17;25,00;7,95;0,00;40,91;7,95;0,00;8,00;0,00;8,00
2021-10-24;34,00;8,21;8,21;34,00;0,00;0,00;8,00;0,00;8,00
2021-10-31;17,00;17,00;24,93;17,00;7,93;0,00;0,00;9,00;0,00
2021-11-07;17,00;9,07;9,07;0,00;0,00;0,00;17,00;0,00;0,00
2021-11-14;8,00;17,14;42,29;33,14;0,00;0,00;0,00;0,00;0,00
2021-11-21;33,00;8,25;8,25;49,50;16,50;0,00;8,00;0,00;0,00
2021-11-28;34,00;34,00;8,21;34,00;0,00;0,00;0,00;0,00;8,00
2021-12-05;37,00;9,25;9,25;0,00;0,00;0,00;9,00;28,00;0,00
2021-12-12;19,00;29,69;0,00;19,00;9,50;0,00;0,00;9,00;19,00
2021-12-19;33,00;0,00;0,00;88,39;0,00;0,00;0,00;0,00;0,00
2021-12-26;13,00;13,00;0,00;40,18;0,00;0,00;26,00;0,00;13,00
