Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-10-27;24,00;24,00;46,74;0,00;0,00;48,00;0,00;0,00;48,00;0,00;75,43;99,43;0,00;0,00;0,00;99,43;24,00;24,00;45,60;0,00;0,00
2019-11-03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,00;22,00;0,00;0,00;0,00;14,00;0,00;0,00;19,00;0,00;0,00
2019-11-10;24,00;0,00;0,00;49,33;0,00;47,00;0,00;24,00;24,00;0,00;174,86;75,43;0,00;0,00;0,00;0,00;0,00;50,67;24,00;0,00;24,00
2019-11-17;0,00;0,00;18,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;7,00;7,00;0,00;19,00;0,00;0,00
2019-11-24;23,00;0,00;23,00;0,00;0,00;23,00;0,00;0,00;23,00;0,00;69,00;46,00;0,00;0,00;0,00;69,00;0,00;0,00;46,00;0,00;0,00
2019-12-01;47,00;47,00;0,00;22,86;0,00;0,00;0,00;24,00;0,00;0,00;97,36;73,86;0,00;0,00;0,00;23,50;0,00;0,00;22,26;0,00;0,00
2019-12-08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;38,00;9,00;28,00
2019-12-15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;15,00;7,00;0,00;0,00;0,00;22,00;0,00;0,00;29,00;0,00;10,00
2019-12-22;27,00;55,29;27,00;0,00;0,00;0,00;27,00;0,00;0,00;0,00;84,38;168,75;0,00;0,00;0,00;138,38;0,00;0,00;159,55;0,00;54,00
2019-12-29;51,00;25,50;0,00;0,00;0,00;26,00;0,00;0,00;0,00;0,00;102,00;25,50;0,00;0,00;0,00;149,81;0,00;25,50;25,50;0,00;25,50
2020-01-05;23,00;23,00;44,72;0,00;0,00;45,00;0,00;0,00;0,00;0,00;138,00;138,00;0,00;23,00;0,00;111,71;0,00;0,00;46,00;0,00;0,00
2020-01-12;0,00;34,00;0,00;34,00;0,00;22,00;0,00;0,00;22,00;0,00;54,00;27,00;0,00;0,00;0,00;33,00;7,00;0,00;18,00;0,00;18,00
2020-01-19;23,00;44,72;23,00;23,00;0,00;0,00;0,00;23,00;45,00;0,00;92,00;46,00;0,00;0,00;0,00;0,00;0,00;0,00;69,00;23,00;0,00
2020-01-26;23,00;46,00;46,00;0,00;0,00;46,00;0,00;0,00;0,00;0,00;230,00;115,00;0,00;0,00;0,00;69,00;23,00;0,00;0,00;0,00;0,00
2020-02-02;44,00;21,37;21,37;0,00;0,00;22,00;0,00;0,00;0,00;22,00;84,86;128,86;22,00;0,00;0,00;67,69;0,00;0,00;66,00;0,00;22,00
2020-02-09;22,00;0,00;0,00;0,00;0,00;66,00;0,00;0,00;0,00;40,86;0,00;84,86;0,00;0,00;0,00;62,86;62,86;0,00;41,56;0,00;0,00
2020-02-16;23,00;23,00;46,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;184,00;46,00;0,00;23,00;0,00;69,00;0,00;0,00;0,00;0,00;0,00
