Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2021-05-02;11,00;143,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00
2021-05-09;41,00;123,00;0,00;0,00;10,25;6,00;6,00;6,00;6,00;12,00;0,00;12,00;0,00
2021-05-16;22,00;187,00;0,00;11,00;11,00;17,00;22,00;6,00;0,00;11,00;6,00;0,00;0,00
2021-05-23;35,00;210,00;11,67;11,67;11,67;34,00;0,00;6,00;12,00;12,00;6,00;0,00;0,00
2021-05-30;30,00;190,00;10,00;10,00;20,00;24,00;0,00;18,00;6,00;6,00;12,00;6,00;6,00
2021-06-06;36,00;192,00;12,00;24,00;24,00;36,00;18,00;0,00;6,00;6,00;6,00;0,00;0,00
2021-06-13;34,00;317,33;11,33;11,33;34,00;23,00;11,00;0,00;11,00;11,00;17,00;11,00;0,00
2021-06-20;63,00;325,50;10,50;10,50;31,50;29,00;35,00;12,00;0,00;6,00;6,00;6,00;6,00
2021-06-27;53,00;349,80;10,60;0,00;10,60;12,00;12,00;12,00;18,00;6,00;6,00;6,00;6,00
2021-07-04;42,00;315,00;31,50;21,00;10,50;30,00;42,00;12,00;12,00;18,00;0,00;6,00;0,00
2021-07-11;30,00;310,00;0,00;10,00;30,00;18,00;36,00;24,00;12,00;12,00;12,00;12,00;0,00
2021-07-18;79,00;417,57;22,57;11,29;45,14;13,00;20,00;33,00;20,00;7,00;20,00;0,00;20,00
2021-07-25;88,00;473,00;22,00;33,00;22,00;31,00;13,00;19,00;6,00;32,00;0,00;0,00;19,00
2021-08-01;80,00;468,57;22,86;22,86;11,43;46,00;40,00;20,00;27,00;40,00;13,00;7,00;7,00
2021-08-08;27,00;594,00;27,00;40,50;54,00;20,00;47,00;20,00;20,00;0,00;7,00;7,00;27,00
2021-08-15;59,00;365,80;23,60;35,40;11,80;59,00;7,00;20,00;7,00;7,00;13,00;7,00;6,00
2021-08-22;34,00;464,67;11,33;11,33;11,33;41,00;34,00;14,00;7,00;7,00;14,00;0,00;13,00
2021-08-29;20,00;330,00;20,00;20,00;20,00;20,00;13,00;7,00;0,00;13,00;7,00;0,00;20,00
2021-09-05;62,00;434,00;12,40;12,40;12,40;7,00;21,00;27,00;7,00;7,00;0,00;7,00;0,00
