Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2020-05-17;37,00;407,00;6,17;37,00;24,67;29,00;23,00;8,00;15,00;8,00;3,00;3,00;0,00
2020-05-24;34,00;362,67;11,33;22,67;11,33;24,00;15,00;11,00;8,00;7,00;3,00;3,00;3,00
2020-05-31;46,00;299,00;5,75;11,50;11,50;12,00;15,00;26,00;8,00;8,00;11,00;12,00;2,00
2020-06-07;41,00;451,00;13,67;13,67;27,33;25,00;16,00;19,00;11,00;17,00;11,00;3,00;3,00
2020-06-14;64,00;435,20;12,80;25,60;25,60;29,00;18,00;26,00;7,00;16,00;11,00;5,00;3,00
2020-06-21;51,00;408,00;6,38;12,75;25,50;23,00;20,00;18,00;15,00;10,00;3,00;5,00;7,00
2020-06-28;35,00;350,00;5,83;11,67;23,33;23,00;22,00;20,00;18,00;7,00;8,00;10,00;8,00
2020-07-05;25,00;400,00;12,50;12,50;12,50;27,00;15,00;20,00;19,00;5,00;2,00;5,00;2,00
2020-07-12;51,00;408,00;12,75;12,75;25,50;30,00;10,00;17,00;10,00;19,00;42,00;7,00;2,00
2020-07-19;46,00;414,00;5,75;23,00;34,50;24,00;32,00;29,00;24,00;12,00;29,00;7,00;0,00
2020-07-26;43,00;516,00;14,33;28,67;43,00;19,00;39,00;12,00;21,00;7,00;17,00;7,00;2,00
2020-08-02;45,00;393,75;11,25;22,50;33,75;27,00;18,00;20,00;17,00;17,00;15,00;3,00;7,00
2020-08-09;48,00;456,00;12,00;36,00;24,00;36,00;32,00;19,00;19,00;15,00;5,00;7,00;7,00
2020-08-16;40,00;466,67;13,33;26,67;26,67;23,00;12,00;31,00;8,00;18,00;7,00;3,00;3,00
2020-08-23;60,00;372,00;12,00;24,00;24,00;23,00;18,00;13,00;15,00;5,00;5,00;7,00;6,00
2020-08-30;32,00;341,33;5,33;10,67;10,67;26,00;10,00;14,00;11,00;14,00;5,00;5,00;3,00
2020-09-06;26,00;364,00;6,50;13,00;26,00;29,00;22,00;17,00;14,00;14,00;18,00;3,00;5,00
2020-09-13;36,00;360,00;12,00;24,00;24,00;30,00;14,00;36,00;14,00;11,00;8,00;0,00;3,00
2020-09-20;37,00;382,33;6,17;37,00;37,00;11,00;16,00;10,00;13,00;6,00;10,00;5,00;3,00
2020-09-27;50,00;425,00;12,50;25,00;37,50;27,00;32,00;27,00;18,00;13,00;18,00;3,00;2,00
2020-10-04;47,00;446,50;11,75;23,50;23,50;28,00;16,00;17,00;10,00;9,00;5,00;9,00;2,00
2020-10-11;38,00;481,33;12,67;25,33;25,33;21,00;15,00;28,00;13,00;11,00;8,00;8,00;4,00
2020-10-18;42,00;462,00;14,00;14,00;42,00;21,00;17,00;23,00;21,00;13,00;11,00;2,00;2,00
2020-10-25;44,00;341,00;11,00;11,00;22,00;27,00;11,00;6,00;10,00;13,00;8,00;8,00;6,00
2020-11-01;24,00;264,00;6,00;12,00;12,00;23,00;24,00;20,00;11,00;0,00;8,00;6,00;0,00
2020-11-08;64,00;371,20;6,40;25,60;25,60;18,00;13,00;14,00;18,00;13,00;13,00;5,00;5,00
2020-11-15;41,00;423,67;13,67;27,33;27,33;24,00;22,00;18,00;20,00;11,00;13,00;4,00;7,00
