Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-06-30;41,00;0,00;13,23;27,77;0,00;13,18;0,00;0,00;0,00;14,09;0,00;14,09;28,19;0,00;0,00;14,00;0,00;13,67;13,67;13,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,33;0,00;0,00;0,00;0,00
2019-07-07;66,00;13,20;26,40;0,00;0,00;0,00;0,00;0,00;0,00;26,65;13,96;0,00;26,65;13,00;0,00;13,00;0,00;0,00;13,70;39,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,54;0,00;0,00;0,00
2019-07-14;69,00;0,00;13,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,06;0,00;0,00;0,00;0,00;0,00;0,00;13,80;41,40;0,00;14,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;13,80;0,00;0,00;0,00;0,00
2019-07-21;70,00;28,27;41,73;28,27;13,46;13,40;0,00;0,00;0,00;14,00;0,00;14,00;42,00;14,00;14,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,32;0,00;0,00;0,00;0,00
2019-07-28;71,00;0,00;42,07;14,46;0,00;28,10;0,00;0,00;0,00;0,00;0,00;0,00;29,16;0,00;0,00;43,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,74;13,52;0,00;0,00;0,00
2019-08-04;100,00;0,00;14,67;0,00;0,00;0,00;0,00;0,00;14,93;0,00;0,00;0,00;72,15;0,00;0,00;0,00;0,00;0,00;0,00;13,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;43,10;0,00;0,00;0,00;0,00
2019-08-11;86,00;0,00;0,00;14,78;0,00;0,00;14,83;0,00;0,00;0,00;0,00;0,00;29,09;0,00;0,00;14,00;0,00;13,71;0,00;13,71;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43,00;13,76;0,00;14,00;0,00
2019-08-18;56,00;13,33;0,00;0,00;0,00;28,00;0,00;13,26;0,00;14,00;0,00;14,00;28,00;0,00;0,00;0,00;0,00;13,69;0,00;0,00;0,00;0,00;14,00;0,00;0,00;14,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,58;0,00;0,00;0,00
2019-08-25;93,00;0,00;0,00;0,00;13,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,01;0,00;13,00;27,00;0,00;0,00;0,00;13,82;0,00;0,00;0,00;0,00;0,00;0,00;27,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;13,78;13,78;0,00;0,00;0,00
2019-09-01;38,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,33;0,00;0,00;0,00;0,00;25,33;0,00;0,00;0,00;0,00;13,00;0,00;13,00;0,00;0,00;0,00;0,00;25,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,09;0,00;0,00;0,00;0,00
