Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-06-30;40,00;81,43;4,29;0,00;1,43;25,00;10,00;2,00;6,00;197,33;8,00;5,33;8,00;8,89;118,52;10,37;4,44;8,00;4,00;10,00;0,00;107,59;6,90;24,83;8,28;0,00;2,00;0,00;0,00;12,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;53,00;59,97;4,18;0,00;4,18;33,00;2,00;0,00;20,00;194,33;22,71;7,57;10,10;12,89;137,51;7,16;4,30;8,00;4,00;4,00;2,00;99,21;19,03;40,77;9,51;0,00;0,00;0,00;2,00;8,00;2,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;42,00;63,00;8,40;0,00;1,40;26,00;4,00;0,00;22,00;196,88;23,63;5,25;0,00;5,79;144,83;11,59;1,45;6,00;4,00;6,00;0,00;119,23;16,26;20,32;5,42;2,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00
2019-07-21;39,00;71,04;9,75;0,00;4,18;33,00;4,00;2,00;22,00;210,60;10,40;7,80;2,60;11,56;114,11;1,44;4,33;6,00;6,00;8,00;0,00;127,76;6,72;26,90;4,03;0,00;2,00;0,00;0,00;12,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;37,00;69,73;5,69;0,00;1,42;24,00;0,00;2,00;10,00;200,86;21,14;5,29;5,29;8,88;130,24;8,88;4,44;4,00;2,00;0,00;0,00;126,07;15,07;24,67;12,33;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;38,00;60,52;15,48;0,00;5,63;54,00;8,00;6,00;14,00;179,87;12,67;12,67;7,60;11,69;116,92;11,69;5,85;4,00;0,00;8,00;0,00;123,50;13,57;25,79;4,07;0,00;2,00;0,00;2,00;16,00;4,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;47,00;51,27;5,70;0,00;4,27;29,00;4,00;0,00;19,00;188,00;18,28;5,22;0,00;4,41;113,09;4,41;0,00;6,00;6,00;8,00;4,00;106,09;8,06;32,23;4,03;0,00;0,00;0,00;0,00;6,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-08-18;56,00;61,74;7,18;0,00;5,74;21,00;2,00;0,00;17,00;201,09;12,73;5,09;5,09;4,42;85,47;36,84;1,47;8,00;2,00;6,00;0,00;87,41;13,66;15,02;5,46;0,00;2,00;0,00;2,00;12,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-08-25;24,00;53,65;5,65;0,00;4,24;21,00;2,00;0,00;11,00;189,33;13,33;8,00;2,67;11,29;79,06;32,47;4,24;4,00;0,00;6,00;2,00;73,33;16,00;18,67;8,00;0,00;0,00;0,00;2,00;7,00;0,00;0,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;71,00;45,44;25,56;0,00;8,52;42,00;9,00;2,00;22,00;173,56;26,30;5,26;7,89;1,48;96,15;10,35;2,96;7,00;7,00;7,00;0,00;88,75;6,83;27,31;9,56;0,00;0,00;0,00;5,00;7,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
