Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-06-30;46,00;0,00;0,00;7,00;0,00;7,00;0,00;13,00;0,00;6,42;0,00;6,42;39,58;0,00;0,00;13,00;0,00;0,00;0,00;13,00;7,00;0,00;7,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,44;44,00;0,00;0,00;6,00;0,00;0,00;0,00;50,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;63,00;0,00;6,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43,78;0,00;0,00;0,00;0,00;13,00;0,00;19,00;6,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;65,00;6,00;13,00;13,00;6,00;26,00;0,00;0,00;0,00;0,00;0,00;12,79;45,82;0,00;7,00;0,00;0,00;0,00;0,00;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;20,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;45,00;6,00;0,00;0,00;6,00;6,00;6,00;6,00;0,00;0,00;0,00;12,86;25,71;0,00;0,00;13,00;0,00;0,00;0,00;39,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00
2019-08-04;32,00;6,00;13,00;13,00;0,00;0,00;0,00;0,00;0,00;6,40;6,40;6,40;44,80;6,00;0,00;6,00;0,00;0,00;0,00;13,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;13,00;13,00;6,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00
2019-08-11;43,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;12,90;49,45;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;6,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;30,00;6,00;12,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;11,38;23,79;0,00;0,00;0,00;0,00;6,00;0,00;37,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;36,00;0,00;12,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,55;109,09;6,00;0,00;12,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;35,00;6,00;0,00;0,00;12,00;11,00;6,00;29,00;0,00;0,00;0,00;5,47;94,06;0,00;0,00;0,00;12,00;6,00;0,00;23,00;0,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
